,,,,合計金額,"\52,471,358 ",,,,,,,,,,,,,,\0 ,\0 ,,,,,,
05-307,05,金具,直接資材,N05000000000307,,0994582 ｻﾗﾀｯﾋﾟﾝｸﾞ4x25(+)ｸﾛﾒｰﾄ,ﾄﾋﾞﾗｶﾅｸﾞ用ﾋﾞｽ,,,,,個,2,1,対象(通常品),0,0,2100,4200,4242,2026/04/20,,,,100,
05-309,05,金具,直接資材,N05000000000309,,皿ﾀｯﾋﾟﾝｸﾞﾈｼﾞ 4 x 20,,,,,,個,2,1,対象(通常品),0,600,59,118,119.18,2026/04/20,,,,100,
05-318,05,金具,直接資材,N05000000000318,棚板用,施工棚板用 L金具ｾｯﾄ,,,,,,個,301,1,対象(通常品),0,1136,533,160433,162037.33,2026/04/20,,,,100,
05-320,05,金具,直接資材,N05000000000320,ソハード,台輪L金具ｾｯﾄ　（特厚金折3Ｘ45Ｘ45　ねじセット）,,,,,,袋,230,9,対象(外注先売却予定),0,200,144,33120,33451.2,2026/04/20,,,,100,
05-321,05,金具,直接資材,N05000000000321,ソハード,台輪同梱用ﾀﾞﾎﾞ 12入り,,,,,,個,20,9,対象(外注先売却予定),0,52,0,0,0,2026/04/20,,,,100,
05-322,05,金具,直接資材,N05000000000322,,大昌産業Φ60双輪ｷｬｽﾀｰｽﾄｯﾊﾟｰあり,,,,,,個,151,1,対象(通常品),0,1,1,151,152.51,2026/04/20,,,,100,
05-323,05,金具,直接資材,N05000000000323,,大昌産業Φ60双輪ｷｬｽﾀｰｽﾄｯﾊﾟｰなし,,,,,,個,500,1,対象(通常品),0,1,1,500,505,2026/04/20,,,,100,
05-327,05,金具,直接資材,N05000000000327,施工棚板用,棚板用ｶﾑﾛｯｸ 白 9064890,9064890,,,,,個,18,1,対象(通常品),0,1520,1104,19872,20070.72,2026/04/20,,,,100,
05-337,05,金具,直接資材,N05000000000337,,鍋ﾀｯﾋﾟﾝｸﾞﾋﾞｽ M4X16,,,,,,個,1,1,対象(通常品),0,101000,96000,96000,96960,2026/04/20,,,,100,
05-338,05,金具,直接資材,N05000000000338,ソハード,背板ｼﾞｮｲﾅｰ ﾀﾞｰｸ L=2250,,,,,,個,360,9,対象(外注先売却予定),0,84,1143,411480,415594.8,2026/04/20,,,,100,
05-339,05,金具,直接資材,N05000000000339,ソハード,背板ｼﾞｮｲﾅｰ ﾎﾜｲﾄ L=2250,,,,,,本,360,9,対象(外注先売却予定),0,1204,940,338400,341784,2026/04/20,,,,100,
05-341,05,金具,直接資材,N05000000000341,,配線孔ｷｬｯﾌﾟ 丸型 φ45,,,,,,個,400,1,対象(通常品),0,17,9,3600,3636,2026/04/20,,,,100,
05-347,05,金具,直接資材,N05000000000347,,桧家用明窓,,,,,,個,498.5,1,対象(通常品),0,280,280,139580,140975.8,2026/04/20,,,,100,
05-348,05,金具,直接資材,N05000000000348,,木ﾀﾞﾎﾞ 2個ﾊﾞﾝﾎﾟﾝ2個ｾｯﾄ,,,,,,個,6,1,対象(通常品),0,64,3,18,18.18,2026/04/20,,,,100,
05-352,05,金具,直接資材,N05000000000352,,木鍋ﾋﾞｽ M3X12,,,,,,個,0.55,1,対象(通常品),0,2500,32000,17600,17776,2026/04/20,,,,100,
05-354,05,金具,直接資材,N05000000000354,ｷｬﾋﾞﾈｯﾄ,両開扉ﾌﾟｯｼｭｵｰﾌﾟﾝ取付下穴治具,,,,,,枚,45,1,対象(通常品),0,2740,2182,98190,99171.9,2026/04/20,,,,100,
05-355,05,金具,直接資材,N05000000000355,ソハード,両開扉ﾌﾟｯｼｭﾗｯﾁ取付下穴治具,,,,,,個,45,9,対象(外注先売却予定),0,8873,8748,393660,397596.6,2026/04/20,,,,100,
05-356,05,金具,直接資材,N05000000000356,ｷｬﾋﾞﾈｯﾄ,連結ﾋﾞｽ M4X25 (8本入) 黒,,,,,,袋,73,1,対象(通常品),0,173,750,54750,55297.5,2026/04/20,,,,100,
05-357,05,金具,直接資材,N05000000000357,ｷｬﾋﾞﾈｯﾄ,連結ﾋﾞｽ M4X25 (8本入) 白,,,,,,袋,73,1,対象(通常品),0,636,486,35478,35832.78,2026/04/20,,,,100,
05-358,05,金具,直接資材,N05000000000358,,連結ﾎﾞﾙﾄ Aﾀｲﾌﾟ M6X30,,,,,,個,6,1,対象(通常品),0,1454,1294,7764,7841.64,2026/04/20,,,,100,
05-359,05,金具,直接資材,N05000000000359,,連結ﾎﾞﾙﾄ Aﾀｲﾌﾟ M6X35,,,,,,個,7.5,1,対象(通常品),0,2028,803,6022.5,6082.725,2026/04/20,,,,100,
05-360,05,金具,直接資材,N05000000000360,,連結ﾎﾞﾙﾄ Aﾀｲﾌﾟ M6X45,,,,,,個,6,1,対象(通常品),0,280,250,1500,1515,2026/04/20,,,,100,
05-361,05,金具,直接資材,N05000000000361,,連結ﾎﾞﾙﾄ Aﾀｲﾌﾟ M6X50,,,,,,個,8,1,対象(通常品),0,51,51,408,412.08,2026/04/20,,,,100,
05-362,05,金具,直接資材,N05000000000362,,連結ﾎﾞﾙﾄ Aﾀｲﾌﾟ M6X55,,,,,,個,8,1,対象(通常品),0,102,99,792,799.92,2026/04/20,,,,100,
05-363,05,金具,直接資材,N05000000000363,,連結金具 ｷｬｯﾌﾟ ﾍﾞｰｼﾞｭ,,,,,,個,2.7,1,対象(通常品),0,120,22,59.4,59.994,2026/04/20,,,,100,
05-364,05,金具,直接資材,N05000000000364,ｷｬﾋﾞﾈｯﾄ,連結金具 ｷｬｯﾌﾟ 黒,,,,,,個,2.7,1,対象(通常品),0,3600,4421,11936.7,12056.067,2026/04/20,,,,100,
05-365,05,金具,直接資材,N05000000000365,,連結金具 ｷｬｯﾌﾟ 茶,,,,,,個,2.7,1,対象(通常品),0,2000,1649,4452.3,4496.823,2026/04/20,,,,100,
05-366,05,金具,直接資材,N05000000000366,ｷｬﾋﾞﾈｯﾄ,連結金具 ｷｬｯﾌﾟ 白,,,,,,個,2.7,1,対象(通常品),0,4400,4945,13351.5,13485.015,2026/04/20,,,,100,
05-367,05,金具,直接資材,N05000000000367,,連結金具ｷｬｯﾌﾟ ﾒｰﾌﾟﾙ,,,,,,個,3.8,1,対象(通常品),0,1900,1395,5301,5354.01,2026/04/20,,,,100,
05-369,05,金具,直接資材,N05000000000369,,連結金具ﾅｯﾄ A M6X14,,,,,,個,8,1,対象(通常品),0,436,436,3488,3522.88,2026/04/20,,,,100,
05-370,05,金具,直接資材,N05000000000370,,連結金具ﾅｯﾄ D M6X19,,,,,,個,19.9,1,対象(通常品),0,653,85,1691.5,1708.415,2026/04/20,,,,100,
05-371,05,金具,直接資材,N05000000000371,,連結金具ﾜｯｼｬｰ,,,,,,個,10,1,対象(通常品),0,40,130,1300,1313,2026/04/20,,,,100,
05-375,05,金具,直接資材,N05000000000375,,ﾕﾆｸﾛ 3.5X25 艶消し黒,,,,,,個,3.3,1,対象(通常品),0,5400,10800,35640,35996.4,2026/04/20,,,,100,
05-379,05,金具,直接資材,N05000000000379,,木工ﾀﾞﾎﾞ 10X50,,,,,,個,1,1,対象(通常品),0,88,110,110,111.1,2026/04/20,,,,100,
05-381,05,金具,直接資材,N05000000000381,,ﾓﾀﾞﾝﾌﾟﾚｰﾄ WCF8203BK 黒,,,,,,個,108,1,対象(通常品),0,4,0,0,0,2026/04/20,,,,100,
05-382,05,金具,直接資材,N05000000000382,,ｷｬｽﾀｰ自在車ｺﾞﾑﾌﾟﾚｰﾄ式 Φ50,,,,,,個,100,1,対象(通常品),0,8,8,800,808,2026/04/20,,,,100,
05-383,05,金具,直接資材,N05000000000383,,ﾊﾟﾅｿﾆｯｸ DH0211 ﾀﾞｸﾄ本体 1M　白,,,,,,本,1930,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
05-384,05,金具,直接資材,N05000000000384,,ﾊﾟﾅｿﾆｯｸ DH0231K ﾌｨｰﾄﾞｲﾝｷｬｯﾌﾟ配線ﾀﾞｸﾄ用,,,,,,本,1310,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
05-385,05,金具,直接資材,N05000000000385,,ﾊﾟﾅｿﾆｯｸ DH0232 ｴﾝﾄﾞｷｬｯﾌﾟ配線ﾀﾞｸﾄ用,,,,,,本,220,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
05-387,05,金具,直接資材,N05000000000387,,ﾀﾞｲｺｰ  DPN-4128 Y　LEDﾍﾟﾝﾀﾞﾝﾄ,,,,,,個,12500,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
05-393,05,金具,直接資材,N05000000000393,1set単価　1箱29set,M4X25 (ﾎﾞﾙﾄ&ﾅｯﾄｾｯﾄ) 551-413,1set単価　1箱29set,,,,,SET,16.5,1,対象(通常品),0,23,24,396,399.96,2026/04/20,,,,100,
05-394,05,金具,直接資材,N05000000000394,,ACﾓｰﾀｰﾌｧﾝ MU825S-13,,,,,,個,2755,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
05-397,05,金具,直接資材,N05000000000397,,NC-1506 ﾊﾞﾈ白,,,,,,個,1472,1,対象(通常品),0,6,4,5888,5946.88,2026/04/20,,,,100,
05-398,05,金具,直接資材,N05000000000398,,M4袋ﾅｯﾄ 93-317,,,,,,個,17.27,1,対象(通常品),0,97,91,1571.57,1587.2857,2026/04/20,,,,100,
05-399,05,金具,直接資材,N05000000000399,,ﾅﾍﾞ小ねじ M4X45(ﾅﾍﾞ頭ﾎﾞﾙﾄ),,,,,,本,8.11,1,対象(通常品),0,65,82,665.02,671.6702,2026/04/20,,,,100,
05-400,05,金具,直接資材,N05000000000400,1箱36set,L金具固定用 M3X15 (ﾎﾞﾙﾄ&ﾅｯﾄｾｯﾄ) 551-601,,,,,,SET,11.1,1,対象(通常品),0,8,33,366.3,369.963,2026/04/20,,,,100,
05-403,05,金具,直接資材,N05000000000403,,差込棚ﾀﾞﾎﾞ L型 L　黒,,,,,,個,8,1,対象(通常品),0,5,513,4104,4145.04,2026/04/20,,,,100,
05-404,05,金具,直接資材,N05000000000404,,差込棚ﾀﾞﾎﾞ L型 R　黒,,,,,,個,8,1,対象(通常品),0,0,500,4000,4040,2026/04/20,,,,100,
05-405,05,金具,直接資材,N05000000000405,,PSEシール　mamapod,,,,,,枚,91,1,対象(通常品),0,53,227,20657,20863.57,2026/04/20,,,,100,
05-406,05,金具,直接資材,N05000000000406,,ｸﾜﾄﾞﾛﾌﾟｯｼｭｵｰﾌﾟﾝ 350㎜ L 9271058,,,,,,本,693,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
05-407,05,金具,直接資材,N05000000000407,,ｸﾜﾄﾞﾛﾌﾟｯｼｭｵｰﾌﾟﾝ 350㎜ R 9271059,,,,,,本,693,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
05-408,05,金具,直接資材,N05000000000408,,平角 ﾋﾞﾆｰﾙ 3×10ﾃｰﾌﾟ付ﾎﾜｲﾄ 2m 36051,,,10,2000,3,本,310,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
05-409,05,金具,直接資材,N05000000000409,,ｽﾚﾝﾀﾞｰ2000　M3.8×75mm,,,,,,本,4,1,対象(通常品),0,234,156,624,630.24,2026/04/20,,,,100,
05-410,05,金具,直接資材,N05000000000410,,ｽﾘﾑｽﾚｯﾄﾞM3.8×65mm,,,,,,本,2.3,1,対象(通常品),0,330,400,920,929.2,2026/04/20,,,,100,
05-411,05,金具,直接資材,N05000000000411,,BEST No.610N-H40,,,,,,SET,7000,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
05-412,05,金具,直接資材,N05000000000412,,LGBC81651LE1　LEDﾌﾞﾗｹｯﾄ60形電球色,,,,,,SET,8855,1,対象(通常品),0,1,0,0,0,2026/04/20,,,,100,
05-413,05,金具,直接資材,N05000000000413,,ST1-109S030　PSE対応ACﾌｧﾝ,,,,,,SET,6570,1,対象(通常品),0,3,24,157680,159256.8,2026/04/20,,,,100,
05-414,05,金具,直接資材,N05000000000414,,109-049E　ﾌｨﾝｶﾞｰｶﾞｰﾄﾞﾌｨﾙﾀｰｾｯﾄ　80mm用,,,,,,SET,1310,1,対象(通常品),0,3,0,0,0,2026/04/20,,,,100,
05-415,05,金具,直接資材,N05000000000415,,戸当ゴムD-187-25　黒,,,,,,個,109,1,対象(通常品),0,6,6,654,660.54,2026/04/20,,,,100,
05-419,05,金具,直接資材,N05000000000419,,ﾅﾍﾞﾀｯﾋﾟﾝｸﾞ　4X25　10本ｾｯﾄ,ｱｼﾞｬｽﾀｰ用ﾋﾞｽ,,,,,SET,20,1,対象(通常品),0,14,0,0,0,2026/04/20,,,,100,
05-420,05,金具,直接資材,N05000000000420,,双輪キャスター プレート式　MSP-4040 ストッパー無 96-391,,,,,,個,152,1,対象(通常品),0,50,50,7600,7676,2026/04/20,,,,100,
05-421,05,金具,直接資材,N05000000000421,,双輪キャスター プレート式　MSP-40S40 ストッパー有 96-392,,,,,,個,197,1,対象(通常品),0,50,50,9850,9948.5,2026/04/20,,,,100,
05-422,05,金具,直接資材,N05000000000422,,スガツネ 締結金具 固定ねじ  IT2182-1180 鋼 ニッケルめっき,,,,,,個,60,1,対象(通常品),0,30,30,1800,1818,2026/04/20,,,,100,
05-423,05,金具,直接資材,N05000000000423,,ｽﾃﾝ　(+)ﾄﾗｽ小ねじ　4X20,,,,,,本,5,1,対象(通常品),0,500,281,1405,1419.05,2026/04/20,,,,100,
05-424,05,金具,直接資材,N05000000000424,,303721 BSﾗｲﾝ引手ｽﾃﾝ艶消しL=2006mm,ｽﾃﾝ,,,2006,,本,2750,9,対象(外注先売却予定),0,0,0,0,0,2026/04/20,,,,100,
05-425,05,金具,直接資材,N05000000000425,,303720 BSﾗｲﾝ引手ﾌﾞﾗｯｸ艶消しL=2006mm,ﾌﾞﾗｯｸ,,,2006,,本,2750,9,対象(外注先売却予定),0,0,0,0,0,2026/04/20,,,,100,
05-426,05,金具,直接資材,N05000000000426,,神保電器 JEC-BN-55V-PW,,,,,,個,237,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
05-427,05,金具,仕掛品,N05000000000427,,スライド折れ戸金具・カップ,,,,,,式,5670,10,対象(仕掛品今回のみ),0,0,0,0,0,2026/04/20,,,,100,
05-428,05,金具,直接資材,N05000000000428,,K-77-B-8S　黒　PA M8X15(PAOﾃﾞｽｸ用ｷｬｽﾀｰ),,,,,,個,,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
05-430,05,金具,直接資材,N05000000000430,,G2L4001AKL　ﾗｲﾃｨｸﾞﾊﾟﾈﾙ400用金物,,,,,,式,769,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
05-431,05,金具,直接資材,N05000000000431,,G2L8001AKL ﾗｲﾃｨｸﾞﾊﾟﾈﾙ800用金物,,,,,,式,769,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
05-434,05,金具,直接資材,N05000000000434,,鑑押えとビス（2296*960*3.0）,,,960,2296,3,式,1898,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
05-435,05,金具,直接資材,N05000000000435,,G2L6001AKL　ﾗｲﾃｨｸﾞﾊﾟﾈﾙ600用金物,,,,,,式,,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
05-436,05,金具,直接資材,N05000000000436,,G4LC001AKL ﾗｲﾃｨﾝｸﾞﾊﾟﾈﾙ1200用金物,,,,,,式,,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
05-437,05,金具,直接資材,N05000000000437,,ｱﾙﾐZ型B2　1*10.5*11.5*11.5　4070MM,,,,,,本,300,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
05-438,05,金具,直接資材,N05000000000438,,ｱﾙﾐｼﾞｮｲﾅｰｺ-10　ｺ型　B2　1820mm,,,,,,本,550,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
05-439,05,金具,直接資材,N05000000000439,,ｱﾙﾐｼﾞｮｲﾅｰｺ-10　ｺ型　B2　2730mm,,,,,,本,800,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
05-440,05,金具,直接資材,N05000000000440,,G61-5008AS　ｱﾙﾐ,,,,,,式,3003,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
05-442,05,金具,直接資材,N05000000000442,,ｴｱﾀｲﾄ　E-800-2N-800,,,,,,式,2200,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
05-443,05,金具,直接資材,N05000000000443,,ﾗｲﾃｨﾝｸﾞﾊﾟﾈﾙ用金物：ｱﾙﾐｼﾞｮｲﾅｰL=755,,,,,,式,256,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
05-444,05,金具,直接資材,N05000000000444,,引出ﾌﾟｯｼｭｵｰﾌﾟﾝﾚｰﾙ(L/R),,,,,,式,1460,1,対象(通常品),0,0,7,10220,10322.2,2026/04/20,,,,100,
05-445,05,金具,直接資材,N05000000000445,,木ﾀﾞﾎﾞ　12x50,,,,,,個,19.38,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
05-446,05,金具,直接資材,N05000000000446,,ｼﾘｺｰﾝｼｰﾗﾝﾄ　ｸﾘｱ　K25245Y,,,,,,式,599,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
06-001,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000001,,1570 左右方立2枚 W240,左右方立 2枚付属D240,,,,,枚,15,1,対象(通常品),0,187,122,1830,1848.3,2026/04/20,,,,100,
06-002,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000002,,1560 左右方立2枚入 D380用付属,左右方立 2枚付属D380,,,,,枚,15,1,対象(通常品),0,1103,690,10350,10453.5,2026/04/20,,,,100,
06-003,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000003,,1740 ｼｪﾙﾌ左右方立2枚入2400 380用中板,"ｼｪﾙﾌ左右方立 2枚入 
2400 W380 中板",,,,,枚,41,1,対象(通常品),0,89,17,697,703.97,2026/04/20,,,,100,
06-004,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000004,,1680 ｼｪﾙﾌ中方立1枚入2400 380用,"ｼｪﾙﾌ 中方立用 1枚入 
2400用 D380",,,,,枚,148,1,対象(通常品),0,27,39,5772,5829.72,2026/04/20,,,,100,
06-005,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000005,,1730 ｼｪﾙﾌ左右方立2枚入れ 2400 380用,"ｼｪﾙﾌ 左右方立用 2枚入 
2400用 D380",,,,,枚,163,1,対象(通常品),0,331,138,22494,22718.94,2026/04/20,,,,100,
06-006,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000006,,1690 GRID 2枚入 2400用240用中板,2枚入 2400用 D240 中板,,,,,枚,45,1,対象(通常品),0,106,42,1890,1908.9,2026/04/20,,,,100,
06-010,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000010,,1700 GRID 2枚入 2400用 240用,"ｼｪﾙﾌ 左右方立用 2枚入
2400用 D240",,,,,枚,94,1,対象(通常品),0,55,15,1410,1424.1,2026/04/20,,,,100,
06-012,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000012,,1770 GRID 1枚入 2400用 240用,"ｼｪﾙﾌ 中方立用 1枚入
2400用 D240",,,,,枚,105,1,対象(通常品),0,35,18,1890,1908.9,2026/04/20,,,,100,
06-016,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000016,,ｷｬﾋﾞﾈｯﾄ本体 H450 532X389X84,ｷｬﾋﾞﾈｯﾄ 本体 H450,,,,,枚,63,6,対象(不動品),0,90,90,5670,5726.7,2026/04/20,,,,100,
06-018,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000018,,2410 ｷｬﾋﾞﾈｯﾄ本体ｼﾞｮｲﾅｰ付H770,ｷｬﾋﾞﾈｯﾄ 本体 ｼﾞｮｲﾅｰ付 H770,,,,,枚,67,6,対象(不動品),0,40,40,2680,2706.8,2026/04/20,,,,100,
06-019,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000019,,2420 ｷｬﾋﾞﾈｯﾄ本体(ｼﾞｮｲﾅｰ付)H900,ｷｬﾋﾞﾈｯﾄ 本体 ｼﾞｮｲﾅｰ付 H900,,,,,枚,76,6,対象(不動品),0,11,11,836,844.36,2026/04/20,,,,100,
06-020,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000020,,2425 ｷｬﾋﾞﾈｯﾄ本体(ｼﾞｮｲﾅｰ付)付属,ｷｬﾋﾞﾈｯﾄ ｼﾞｮｲﾅｰ付付属,,,,,枚,61,1,対象(通常品),0,0,0,0,0,2026/04/20,,,,100,
06-024,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000024,,"ｷｬﾋﾞﾈｯﾄ可動棚板 
353X60X768","ｷｬﾋﾞﾈｯﾄ可動棚板 
353X60X768",,,,,枚,185,6,対象(不動品),0,50,50,9250,9342.5,2026/04/20,,,,100,
06-026,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000026,,引出ﾕﾆｯﾄ 350X70X360,引き出しﾕﾆｯﾄ 350X70X360,,,,,枚,51,6,対象(不動品),0,113,113,5763,5820.63,2026/04/20,,,,100,
06-027,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000027,,引出ﾕﾆｯﾄ 350X70X560,引き出しﾕﾆｯﾄ 350X70X560,,,,,枚,42,6,対象(不動品),0,50,50,2100,2121,2026/04/20,,,,100,
06-028,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000028,,引出ﾕﾆｯﾄ 350X70X760,引き出しﾕﾆｯﾄ 350X70X760,,,,,枚,53,6,対象(不動品),0,69,69,3657,3693.57,2026/04/20,,,,100,
06-030,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000030,,2220 引き出しﾕﾆｯﾄ 350×140×560,引き出しﾕﾆｯﾄ 350X140X560,,,,,枚,42,6,対象(不動品),0,53,53,2226,2248.26,2026/04/20,,,,100,
06-031,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000031,,2230 引き出しﾕﾆｯﾄ 350×140×760,引き出しﾕﾆｯﾄ 350X140X760,,,,,枚,53,6,対象(不動品),0,21,21,1113,1124.13,2026/04/20,,,,100,
06-032,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000032,,引出ﾕﾆｯﾄ H70付属 (四角),引き出しﾕﾆｯﾄ付属 H70,,,,,枚,118,6,対象(不動品),0,438,438,51684,52200.84,2026/04/20,,,,100,
06-034,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000034,,2235 引き出しﾕﾆｯﾄ H140付属,引き出しﾕﾆｯﾄ付属 H140,,,,,枚,132,6,対象(不動品),0,1170,1170,154440,155984.4,2026/04/20,,,,100,
06-036,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000036,,2020 台輪 60*75*767,台輪 60X75X767,,,,,枚,153,6,対象(不動品),0,23,23,3519,3554.19,2026/04/20,,,,100,
06-037,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000037,,2010 台輪 60*75*375,台輪 60X75X375,,,,,枚,139,6,対象(不動品),0,6,84,11676,11792.76,2026/04/20,,,,100,
06-038,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000038,,2030 化粧天板 405*18*402,化粧天板 405X18X402,,,,,枚,57,6,対象(不動品),0,20,20,1140,1151.4,2026/04/20,,,,100,
06-039,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000039,,2040 化粧天板 405*18*802,化粧天板 405X18X802,,,,,枚,61,6,対象(不動品),0,46,46,2806,2834.06,2026/04/20,,,,100,
06-040,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000040,,2050 化粧天板 405*18*1202,化粧天板 405X18X1202,,,,,枚,85,6,対象(不動品),0,10,10,850,858.5,2026/04/20,,,,100,
06-043,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000043,,2080 化粧天板 405*18*2402,化粧天板 405X18X2402,,,,,枚,135,6,対象(不動品),0,18,18,2430,2454.3,2026/04/20,,,,100,
06-044,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000044,,ﾌﾗｯﾌﾟ扉 296X1196,ﾌﾗｯﾌﾟ扉 296X1196,,,,,枚,175,6,対象(不動品),0,89,89,15575,15730.75,2026/04/20,,,,100,
06-049,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000049,,1510 ﾌﾗｯﾌﾟｶﾞﾗｽ扉F8030A用 800*300,"ﾌﾗｯﾌﾟｶﾞﾗｽ扉 F8030A用 
800X300",,,,,枚,152,1,対象(通常品),0,20,19,2888,2916.88,2026/04/20,,,,100,
06-050,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000050,,1490 ﾌﾗｯﾌﾟｶﾞﾗｽ扉F8045A,"ﾌﾗｯﾌﾟｶﾞﾗｽ扉 F8045A用 
800X450",,,,,枚,193,1,対象(通常品),0,32,16,3088,3118.88,2026/04/20,,,,100,
06-051,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000051,,施工棚板 3枚入 236X370,施工棚板 3枚入 236X370,,,,,枚,40,1,対象(通常品),0,223,219,8760,8847.6,2026/04/20,,,,100,
06-052,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000052,,1850 施工棚板3枚ｾｯﾄW376D570,施工棚板 3枚入 376X570,,,,,枚,54,1,対象(通常品),0,69,35,1890,1908.9,2026/04/20,,,,100,
06-053,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000053,,施工棚板 3枚入 236X570,施工棚板 3枚入 236X570,,,,,枚,36,1,対象(通常品),0,79,34,1224,1236.24,2026/04/20,,,,100,
06-054,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000054,,施工棚板 3枚入 236X1170,施工棚板 3枚入 236X1170,,,,,枚,66,1,対象(通常品),0,221,207,13662,13798.62,2026/04/20,,,,100,
06-055,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000055,,施工棚板 3枚ｾｯﾄ 付属 W240,施工棚板 3枚ｾｯﾄ 付属 W240,,,,,枚,20,1,対象(通常品),0,153,42,840,848.4,2026/04/20,,,,100,
06-056,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000056,,施工棚板 3枚入 376X1170,施工棚板 3枚入 376X1170,,,,,枚,88,1,対象(通常品),0,35,50,4400,4444,2026/04/20,,,,100,
06-057,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000057,,1830 施工棚板3枚ｾｯﾄW376D370,施工棚板 3枚入 376X370,,,,,枚,40,1,対象(通常品),0,155,231,9240,9332.4,2026/04/20,,,,100,
06-058,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000058,,施工棚板 3枚ｾｯﾄ 付属 W380,施工棚板 3枚ｾｯﾄ 付属 W380,,,,,枚,23,1,対象(通常品),0,596,478,10994,11103.94,2026/04/20,,,,100,
06-059,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000059,,1840 施工棚板3枚ｾｯﾄW376D770,施工棚板 3枚入 376X770,,,,,枚,68,1,対象(通常品),0,154,140,9520,9615.2,2026/04/20,,,,100,
06-060,06,ﾀﾞﾝﾎﾞｰﾙ,間接資材,N06000000000060,,1810 施工棚板3枚ｾｯﾄW236D770,施工棚板 3枚入 236X770,,,,,枚,51,1,対象(通常品),0,60,11,561,566.61,2026/04/20,,,,100,
